index,label,text
49,smish,"Apni online e ekta khondokaloin/ful-time er chakrir jonno nirbachito hoyechen. Kaj ti khubii sohoj, kono time sima nei, kono sthaner sima nei, eta ghore boshe kora jay, doinik beton 1000-5000TK, ekta chakri khujte WhatsApp manager er sathe jogajog korun: https://wa.me/8801320862219"
50,promo,"125Tk cashback e shorbo offer 61GB+1000min@774Tk, 30din: cutt.ly/8wBQC0MC"
51,smish,"Upobrittir 4200 taka jonno jogajog korun: 01320660547 Shikkha board"
52,normal,"Rag kore kokhono bhalobashar manushke kosto dite nei. Rag kore beshi obhela korte nei, bhalobashar manushke. Ete kore jiboner shobcheye dami jinish, bhalobashar manushke harate hoy."
53,normal,"Aj kemon lagchho tomake? Thik achhi. Apnar kemon lagchhe?"
54,smish,"Apnar gari r insurance nobayon korte kol korun +8801815566778"
55,normal,"Ajker porikkolpona ki?"
56,promo,"Bonus soho 1GB-30Tk-3din. Dial *121*5215# or https://mygp.li/mo"
57,promo,"Happy New Year - 2024 Smart banking sebay Sonali Bank sorbodai apnar pashe Md. Afzal Karim CEO & MD"
58,normal,"Ki khobor?"
59,promo,"Bkash e 5000 taka deposit korle 1000 taka bonus! Ajii sujog nin."
60,normal,"Apnar pawa 5000/- taka, joldi porishodh korun."
61,smish,"Apnar credit score update korte kol korun +8801715566778"
62,promo,"Bonus soho 2GB-45Tk-3din. Dial *121*5534# or mygp.li/my"
63,promo,"150Tk cashback e nao data mixer 80GB@699Tk,30din: cutt.ly/lwMwLrfw"
64,promo,"Bonus soho 3GB-60Tk-3din. Dial *121*5699# or https://mygp.li/mo"
65,normal,"Kosto peyo na, ami tomar sathe achhi."
66,normal,"Kaj kibhabe cholchhe?"
67,promo,"Sorbokaler sorbosreshtho Bangali jatir pita Bangabandhu Sheikh Mujibur Rahman er 47th shahadat barshikte binomro shraddha - Dak o Telejogajog bibhag."
68,normal,"Ki khobor, hi?"
69,promo,"200Tk cashback shesh din! 61GB+1000min@699Tk,30din: cutt.ly/OwG5T3ub"
70,normal,"Pakhir gachhe khub shundor gan gay."
71,normal,"Hello!"
72,normal,"Priyo shikkharthi, apnar tuition fee aj porjonto 22,900.00 taka baki achhe. (purber late fine o bakya soho) cholti masher tuition fee (jorimana chara) 20 September, 2024 modhhe porishodh korun. Bistrito https://student.ulab.edu.bd/ login korun. (ULAB)"
73,promo,"5GB+150min 130Tk (30din), dial *121*5205# or https://mygp.li/a0"
74,smish,"*Bari te boshe form fillup er kaj. * 5ta form fillup 510 taka, amader company te kichhu lok neoya hocche. *Shikkhagotto joggota: Bangla porate parleii hobe *Phone e WhatsApp thakte hobe. *Beton: 8000-18000 taka"
75,smish,"Apnar account e shondhojonok karijkolap hoyeche. Login kore jachai korun: [accountverify.com/VerifyBD]"
76,promo,"Bhromon package e 20% discount! Booking korte ajii jogajog korun."
77,smish,"Apnar credit card block kora hoyeche. Punoray chalito korte ekhane click korun: http://bit.ly/UnblockCard"
78,smish,"200 taka binamulye bonus! 5000taka jeton sujog. https://cutt.ly/JiliG"
79,normal,"Ami jeno tomar kache kichhu bolte pari."
80,promo,"5GB+150min 130Tk (30din), dial *121*5205# or https://mygp.li/a0"
81,promo,"Shob DVD te 10% discount. Offer ti simit somoyer jonno."
82,normal,"Amar jonno kono notun khobor achhe?"
83,normal,"Tomar jonno ekta bhalo din!"
84,smish,"Janata Bank account e somossa hoyeche. Kol korun: +8801811011023"
85,promo,"Balance shesh? 200taka porjonto GP emergency balance nite *9#"
86,smish,"Abhinondon! Apni 1 koti taka lottery jitechen. Apnar puraskar songroho korte amader sathe jogajog korun. Jogajog: 01567546390"
87,promo,"399T te 499T er offer! Nao 31GB+450min.,30din: cutt.ly/2wQlYv6U"
88,smish,"Apnar lenden ti sompurno korte ekhane click korun: [transactioncomplete.com/CompleteBD]"
89,smish,"Apni 6 bhori sona jitechen! Bistrito jante kol korun: +8801716566678"
90,normal,"Apnar meye hospital e, joldi taka pathan 01828173912."
91,smish,"Priyo shikkharthi! Coronavirus er karone tomader upobrittir 4,200 taka deoya hocche. Taka grohoner jonno nimnobhukto shikkha board er number e jogajog korun. Mobile: 01813849152, Jogajog er somoy sokal 10 ta rat 7:30 ta porjonto B:D: Ekta bkash number nie phon dite hobe"
92,smish,"""Abhinondon! Apni pasen"" ""Bkash"""" & BRAC""""N.G.O"""" pokko teke """"STUDENT britt"""" (Taka-10,499/) apnar poriman ID: ekhon apnar prothoi nirbachon korun: Bistrito janta kol korun office: 01794567889 (am 11 to 5pm) othoba""""thik achhe""""lekha SMS korbo? Amra apnar kacha kol korbo.!"""
93,normal,"Apnar payment baki achhe, 01728273819 taka pathan."
94,normal,"01827382918 ei number e joruri taka pathan."
95,smish,"Apnar sonchoy digun korar sujog! Kol korun: +8801718788890"
96,smish,"Proti refer e 75 taka sorbonimo 500 taka withdraw korte parben. https://t.me/Referincomebd4536_bot?start=r07921710994"
97,promo,"Nagad theke Grammenphone e 118Tk recharge e 118Tk cashback! 6 May, bikal 3ta-sondha 7ta, minute e 1m jon. Sathe 5GB, 7din! Dial *167#"
98,smish,"Apnar gas bill baki achhe. Obilombhe payment korun. Kol korun +8801814455667"
99,normal,"Tomar pashe ekta pathori achhe. Dhonnobad."
100,normal,"Ajker apnar din kemon katche?"
101,normal,"01738293765 ei number e Rocket e taka pathan."
102,promo,"Shob DVD te 10% discount. Offer ti simit somoyer jonno."
103,smish,"Krishok der jonno sorkar dicche panchas hajar taka porjonto bhortuki. Bhortuki pete akhonii jogajog korun 01538272734"
104,normal,"Tomar shob iccha puron hok!"
105,smish,"Apnar account ti obilombhe update korun, nahole eta bondho hoye jabe. Link e click korun: [bit.ly/AccountUpdateBD]"
106,smish,"Meta pro space kaj korle inbox matro 6 dollar Bangla 750 taka diye account kore lifetime income korun, sathe achhe masik beton, 5 line free income, slot income, 30 June er modhhe 12 dollar Bangla 1500 taka diye 2 ta program kine nile pacchhen 0.05 bnb er mps nft free orthato 29 dollar free pacchhen Bangla 3625 taka| emon sujog ar paben na, 30 June er modhhe jara account korbe tara pabe emon sujog hat chhara korben na ar bose na thake taratari account kore felun"
107,smish,"Janata Bank theke joruri barta. Kol korun: +8801913233345"
108,promo,"Digital gadget er upor 15% discount! Ajii kenakata korun ebong bonus pan."
109,smish,"Sonali Bank account block hoyeche. Punoray chalito korte ekhane click korun: https://wa.me/8801818899001"
110,normal,"Amar kache kono notun khobor achhe?"
111,smish,"* FIFA 2022 cartel bishshokap dekhar jonno shara bishsh er manushke binamulye 50GB data dey.* * I have received mine.** Eti khulun* https://ak76.xyz/?y=ep1669102548"
112,smish,"Apnar debit card er sima briddhi korte ekhane click korun: [debitcardlimit.com/IncreaseBD]"
113,smish,"20,000 taka binimoye 60,000 taka pan! Kol korun: +8801916566678"
114,normal,"Bondhura kemon achhe?"
115,smish,"Apnar bank account e 10 koti taka joma hoyeche! Nischito korte kol korun: +8801913233245"
116,promo,"Daraz 11.11-te nagode 15% porjonto cashback + free delivery. https://click.daraz.com.bd/e/_CUeCuf shartto projojjo"
117,normal,"Kemon cholchhe tomar din?"
118,smish,"Apnar password ti obilombhe poriborton korun. Ekhane click korun: [passwordchange.com/ChangeBD]"
119,normal,"Tumi eka no, ami achhi."
120,promo,"Bishesh offer: shob bacchader poshake 20% discount."
121,smish,"Apnar kache Amazon theke $200 nagod mulyo royechhe 2 diner modhhe mayad shesh hobe. Amra apnake $500 porjonto paona dite pari. Ekta samprekkho shiddhant er karone gat borsho amra apnake onek beshi charge korte perechhi. Apnar swayongkriyo sonchoy prostut."
122,smish,"Free Facebook theke income korun inbox korun srotar sathe kaj koren 🥰😍 support (group ebong bot) t.me/Facebook_ID_Sell1_bot official admin👆"
123,smish,"BPL e baji dharun ebong ekta notun bike jitin! Join korun: smilesvoegol.servebbs.org/voegol.php"
124,promo,"130Tkay 150min(30din) sathe bonus, nite *121*5205# https://mygp.li/a0"
125,smish,"1,00,000 taka binimoye 2,00,000 taka pan! Kol korun: +8801912122134"
126,smish,"Priyo xxx, abhinondon! Apnar abedon ebong resume jachai korar pore, amra anonder sathe ekta chakrir prostab dichhi. Apnar grohokkhota diye ei email tir uttor din ebong beton joma dewar jonno apnar banker biboron prodan korun."
127,promo,"8GB(bonus soho) 123Tk 15din. Dial *121*5548#, mygp.li/mo"
128,normal,"Asha kori tomar shofol hok!"
129,promo,"Flat 15% discount shob shopping e. Code: DISCOUNT15."
130,smish,"Apni 3 bhori sona jitechen! Bistrito jante kol korun: +8801716677889"
131,normal,"Shob thik hoye jabe, chinta koro na."
132,smish,"Priyo grahok, apnar card er notun pin code generate korte nicer link e jan ebong purbboborti shob information prodan korun, obosshoi shothik pin code ti share korben. Link: www.pinupdate.com"
133,promo,"79 poisha proti minute 15din mayader call rate offer ti nite 119 taka recharge korun."
134,promo,"Notun customer der jonno special discount. Ajii register korun."
135,smish,"Apnar phone number ti jachai kora dorkar. Ekhane click korun: [phonenumberverify.com/VerifyBD]"
136,normal,"Ami jeno kichhu bolte pari na."
137,promo,"40Tk chil cashback e 35GB+500min.@459Tk 30din, nao: cutt.ly/0wO6Jggn"
138,normal,"Tumi parbe, ami jani."
139,smish,"Mobile diye taka income korun! Notun upay 2023 saler jonno. Bistrito jante join korun: https://t.me/Poolsclub"
140,smish,"Apnar Dutch Bangla Bank account e billing somossa hoyeche. Somossa shomadhaner jonno ekhane click korun: cutt.ly/U6zMFTY"
141,normal,"Shob kichhu thik hoye jabe, dhairjo dharo."
142,smish,"Nagad account e truiti dekha diyechhe. Kol korun: +8801812122234"
143,promo,"45Tk cashback! 31GB+500min.@454Tk 30din, nie nao: cutt.ly/qwWTAUku"
144,smish,"Hello, amar nam ALIYE. Apnake birokkho korar jonno dukkhoito. Ami Amazon.com er manushshompod bibhag. Ami ki apnar koyek minute somoy nite pari? Dupur adhaita amader company apnake ekta khondokaloin chakri prodan korte pare khushi je apni apnar obosher somoye korte paren, tai amader prochur shongkhok shobayok kormi niyog korte hobe (kono fee ebong binimoy nei). Ei kaj ti sohoj ebong nomanoshiyo ebong apnar bortoman chakrite hostokshep korbe na. Pare apni dine matro 5-10 minute e sohojei 300-1200TK uparjon korte parben. Apni ki ei chakrite agrohi?"
145,smish,"Apnar binamulyo puraskar daabi korte ei link ti anushoron korun: http://bit.ly/sdfsdf678"
146,promo,"30GB (bonus soho) 300Tk 30din. Dial *121*5254# or mygp.li/mo"
147,promo,"Shudhu ajke 100Tk cashback! 50GB @398Tk 30din: cutt.ly/hwltB5hC"
148,normal,"Tumi amake ki bolte chao?"
149,normal,"Pran cholar jonno amar priyo jayga barbecue."
150,smish,"Apnar Facebook account ti update korun. Ekhane click korun: [facebookupdate.com/UpdateBD]"
151,smish,"apnar jomi bikrir taka joma hoyeche, call korun: +8801819900112"
152,promo,"dwadosh jatio songshod nirbachone ongshogrohone ichchhuk prothigon procholito poddhotir pasapasi onlin-eo mononayonpotro dakhil korte parben. online-e mononayon dakhil korte commission-er website www.ecs.gov.bd-e probesh korun"-EC
153,smish,"arong dichhe eid uplokkhe bishal offer click korun 
https://jycmyfyxx.toeverge.top/7e3ackVlQwlzSkV6BEIDeH9QD39bByUBDk9vJ289FAZZUFJNZBYCASsVPDQ4UiQAAy1cIzJSGkRyNSF_ClxRVnIhWwsR&p=rqrrms&_mi1711019676868"
154,smish,"SCHOOL PART TIME TEACHER POST APPLY Now. Online selection process. namber-er bhitti-te nirbachon kora hobe. B.SC pass Marksheet and certificate send WhatsApp 7602236317"
155,promo,"45TK cashback! 31GB+500min.@454TK 30din, niye nao: cutt.ly/qwWTAUku"
156,promo,"shob cosmetics-e 10% chhar. offer-ti simito shomoyer jonno."
157,normal,"01927283792 ei namber-e Rocket-e taka pathan."
158,smish,"bKash account-e 5,000 taka joma hoyeche. bistarito jante call korun: +8801810900912"
159,promo,"bonus shoho 2GB-45TK-3din. dial *121*5534# ba mygp.li/my"
160,normal,"baromash-er bondhuder shonge adda dite jacchi."
161,promo,"150TK cashback-e shera offer 61GB+1000min@ 749TK, 30din: cutt.ly/NwYKElsc"
162,smish,"ad fee lagbe na. 🎁🎁
protodin $1 theke $2 dollar income korte parben echharao aro income ache jodi keu korte chan inbox-e message den."
163,promo,"bisesh offer: shob bachchader poshake 20% discount."
164,promo,"shudhumatro MyGP-te notun SIM-er offer ekhon 2GB internet matro 17TK-te, meyad 7din (mas-e shorbhochcho ekbar). visit korun https://mygp.li/ga"
165,smish,"akorshoniyo chakri ebong porashona, mashik beton 2 lakh+ ebong PR sujog @ dokkhin Korea. 
binamulle shikkhadan ebong bashosthan.
01720557103
01720557120
01321200716
01550402100"
166,promo,"100TK cashback! 31GB+450min.@399TK 30din, niye nao: cutt.ly/2wQlYv6U"
167,normal,"shuvo noboborsho!"
168,normal,"ki khobor, hello?"
169,normal,"ami amar poribarer shonge ami shomoy katate chai."
170,promo,"matro 97TK 30din Bishwacup Cricket + 1GB data nite: cutt.ly/YwmtpRRj"
171,normal,"kemon acho tumi? ami thik achi. tumi ki notun kore?"
172,promo,"notun season-e shob poshake 25% discount. aaj-e shopping korun."
173,promo,"50TK cashback-e pro-level data deal 50GB@448TK, 30din cutt.ly/nwMwL8Y1"
174,promo,"bonus shoho 1GB-30TK-3din. dial *121*5215# ba https://mygp.li/mo"
175,normal,"tumi ki somudre jaccho?"
176,promo,"amader product-e discount cholche. bistarito jante ei namber-e jogajog korun: 01789654321."
177,promo,"online shopping-e 20% porjonto discount! code bebohar kore subidha nin."
178,promo,"30TK cashback! 31GB+450min.@469TK 30din, niye nao: cutt.ly/hwTmxGd8"
179,normal,"01672573848 namber-e call korun."
180,promo,"30TK cashback! 31GB+450min.@469TK 30din, niye nao: cutt.ly/hwTmxGd8"
181,promo,"bonus shoho 2GB-35TK-7din. dial *121*5037# ba mygp.li/mo"
182,smish,"Apple iPhone 13 jitechen! delivery nischit korte call korun: +8801814567890"
183,normal,"tomar porishrom sarthok hobe."
184,smish,"Apple iPhone 15 jitechen! delivery nischit korte call korun: +8801811011123"
185,smish,"apnar credit card-er limit barate ekhane click korun: http://bit.ly/CardLimit"
186,normal,"tumi ja korte chaibe, ta parbe."
187,normal,"eta Rakib-er namber, 01763839854 call dis."
188,normal,"ki khobor?"
189,normal,"ami shastho mone hoy ebong amar shorir bhalo mone hoy."
190,promo,"flat 15% discount shob shopping-e. code: DISCOUNT15."
191,normal,"hello, apni ki korchen?"
192,normal,"shuvo poila boishakh!"
193,promo,"system-er man unnoyoner jonno 11 May raat 11:59 theke 12 May shokal 8ta porjonto Flexiload-er maddhome mobile recharge bondho thakbe. tobe ei shomoy MyGP app ba scratch card diye recharge kora jabe."
194,smish,"apnar package hold-e ache, ekhane apnar package shipping sompurno korar jonno apnake aro tothho prodan korte hobe: https://ow.ly/xjfF50QsUP4"
195,normal,"apnar din kemon katche?"
196,normal,"amar kache kono notun khobor ache?"
197,normal,"ki khabe? aaj mangsher ranna hochhe. tumi?"
198,smish,"priyo grohok apnar namber-er 10GB internet ebong 100 minute free pete niche link-e click korun"
199,smish,"apnar credit card-er limit barate ekhane click korun: http://bit.ly/CardLimit"
200,normal,"dhonnobad bhai."
201,promo,Bhromoner package e 20% chhar! Booking korte ajei jogajog korun.
202,smish,"Priyo grahok, sondehojnok lendenner karone apnar account shamoyik bhabe bondho kora hoyeche. Bangladesh Bank er nitimalanusare sothik tothyer bhittite punoray shochol kore dawa hobe. Ekjon manager apnake call debe ( ...... )"
203,smish,Doya kore apnar cheler shomoshyar jonno taratari taka pathan.
204,promo,30GB (bonus shoho) 300 taka 30 din. Dial *121*5254# ba mygp.li/mo
205,normal,"Shafolyo tomar dike ashbe, dhoirjo dhoro."
206,normal,Assalamualaykum.
207,smish,"⏩Notun website [PROFITSHOP24]
▶️Registration fee 15 taka
▶️Registration link: inbox.
🌟 Kaj holo:
YouTube e video dekha,,othoba Facebook e ekta Page follow diye apni 1-3 taka income korte parben।🔥😱
👉Matro 35 taka holei withdraw dite parben 👈"
208,promo,"Apnar jibon, swasthyo o shompoder onakankkhito/durghotonajonit khoti laghober byobostha holo bima. Bima korun, jhuktimukto thakun -Bima unnoti o niyontron kortripokkhyo."
209,normal,Tomar shahos oshadharon.
210,promo,"Beshi beshi adda+internetyng,nao 5GB+150min@TK149,7din cutt.ly/owEyhCVt"
211,promo,"Grameenphone er minute offer ekhon aro akorshonio! 27 minute 24 ghonta, nite recharge ba bikash korun 19 taka."
212,promo,"Fullon internetying e pocket saving,nao 2GB@TK69,7 din- cutt.ly/CwUPKGTR"
213,smish,Apnar email thikanati jachai korte ekhane click korun: [emailsecure.net/VerifyBD]
214,promo,30GB (bonus shoho) 300 taka 30 din. Dial *121*5254# ba mygp.li/mo
215,promo,"Hotshot cashback TK18! Hotspot deal e 22GB@TK179, 7din: cutt.ly/fwLo4TBP"
216,promo,"Purbachal shonglognno Navana'r 3,5 o 10 kathar plot kinun – 01847-214019"
217,smish,Bangladesh Bank account block hoyeche. Punoray chalu korte ekhane click korun: https://wa.me/8801911011123
218,smish,Sonali Bank theke apnar jonno joruri borto. Bistarito jante ekhane click korun: https://wa.me/8801816677889
219,smish,"Smartphone jetar durdanto offer! Shohoj kichu proshner uttor diye jite nin 14,999 takar akorshonio smartphone Oppo A17 matro TK2.78/din, dial *213*664#"
220,promo,Bonus shoho 2GB-35taka-7din. Dial *121*5037# ba mygp.li/mo
221,smish,Protidin 500-700 taka income korun! Flexiload sim bybohar kore ghore boshe. Bistarito jante inbox korun.
222,smish,"Bhalobhabe cheshta korle mashe 30-60 hajar taka income korte parben ...!🥰Kaj korte na chaile o ekbar amader online class ta korun, asha kori bhalo lagbe.
Shudhu telegram id lagbe."
223,normal,Amar numbere 01736637387 flexiload kore dao 500 taka
224,promo,"5GB+150minute 130taka (30din),dial *121*5205# ba https://mygp.li/a0"
225,normal,Shubho probhat!
226,smish,"Akorshonio chakri o porashonar, mashik beton 2 lokkho+ ebong dokkhyn koriay e sthayi boshobasher shujog.
Binamulye tuition o thakar byobostha.
Jogajog korun:
01720557103
01720557120
01321200716
01550402100"
227,normal,Bidyuter chalar proyog kora hoy.
228,normal,Tumi ki concert e jachcho?
229,promo,"'Korbo bima, gorbo desh
Smart hobe Bangladesh.' Bima unnoti o niyontron kortripokkhyo ebong arthik protishtan bibhag ortho montronaloy."
230,normal,Attobisshash niye shamne egiye jao.
231,smish,Apnar credit card block kora hoyeche. Punoray chalu korte ekhane click korun: http://bit.ly/UnblockCard
232,normal,"Shob kichu thik hoye jabe, dhoirjo dhoro."
233,smish,Doinik 1500 taka aya korte chaille onugroho kore ei link e click korun ebong kaj nibondho korun: [https://t.me/DailyEarn_Money_bot?start=r07045881105](https://t.me/DailyEarn_Money_bot?start=r07045881105). Jodi kono proshno thake tahole inbox korun.
234,promo,Notun season e shob poshake 25% discount. Ajei shopping korun.
235,smish,"PLC,LIMITED.

Priyo abeddonkari, obhinondon!

Apnar CV nirbaychito hoyeche. Position er nam - customer service/unit manager (dev..) (part time / full time). Jodi apni kajti te aggrhi hon tobe oboshyoi CV ebong passport saizer 4 kopi chobi niye ashte hobe.

Kajer sthan - apni Dhaka shohorer jekono shakha office beche nite parben.

Shakkhathkarer tarikh - 14 November 2023 (10.00am - 04.00pm)

Jogajoger thikana - 166, Dilkusha, Motijhil, Dhaka 1000.

Bistarito janar jonno call korun: 01613589137"
236,promo,Shimito shomoyer offer! 40GB (bonus shoho) 500taka 30din.Dial *121*5049# ba mygp.li/mo
237,normal,"Hello, kemon achen?"
238,promo,Offer: shob electronics e 10% cashback. Code: ELEC10.
239,smish,"Dine 200-300 taka income korte chaile link e click korun
https://t.me/Referincome3838_bot?start=r02263807585"
240,promo,Free delivery shob order e. Shimito shomoyer jonno.
241,promo,Notun customer der jonno bishesh discount. Ajei register korun.
242,smish,Apnar mobile recharge korte call korun: +8801818788890
243,promo,Bikash app e skitto deals e 30taka porjonto cashback cutt.ly/8HBaVWF
244,smish,Apnar internet shongjog punoray chalu korte call korun +8801816677889
245,normal,Kemon jeno tomar shomoy katchhe?
246,smish,"Priyo deshbashi ! (COVID-19)
Corona virus er jonno
2,500 taka shorkari
shunudan dewa hobe.
Taka newar jonno nicher number e jogajog korur:-01810559231"
247,normal,Shubho Pohela Boishakh!
248,normal,Ei shomoyto o kete jabe.
249,promo,Bonus shoho 2GB-40taka-7din. Dial *121*5037# ba mygp.li/mo
250,smish,Apnar mobile recharge korte call korun: +8801814344356
251,smish,"""Megher ronger jonno shagotom! Ashun apnar ghorbosoti shajiye nei shohoj kistite. Online order din ebong sombhoboto ei masher moddhe pawar sujog nin - 01746635725"""
252,smish,Apnar internet songjog punoray chalu korte call korun +8801811122334
253,normal,"Shobkichu thikthak hobe, chinta koro na."
254,normal,01827283962 nambare call korun.
255,promo,"TK50 cashback-e pro-level data deal 50GB@TK448,30din cutt.ly/nwMwL8Y1"
256,smish,Apnar Dutch Bangla bank account-e billing somossa hoyeche. Somossa somadhaner jonno ekhane click korun:cutt.ly/U6zMFTY
257,promo,"5GB+150min 130Taka (30din),dial *121*5205# ba https://mygp.li/a0"
258,smish,Sonali bank account-e somossa hoyeche. Call korun: +8801813233245
259,normal,"Shuvo ratri, bhalo theko!"
260,normal,Shuvo Holi!
261,smish,Apnar mobile numberti high-end laptop jiteche! Puraskar pete call korun +8801814455667
262,smish,Mashrafeer sathe free dinner korar sujog pete casino-te baji dhorun. Shuru korun: promusic.co/components/interbank.com/
263,normal,Tomar ki bastob bhalo lagche? Ami amar basay alpo somoy deowa bhalo lage.
264,smish,Bangladesh bank account-e truti dekhano diyeche. Call korun: +8801814344356
265,promo,Bkash app theke nao tomar pochonder skitto packs eikhoni: cutt.ly/Zwcqh6YQ
266,smish,"Priyo abedonkari, Mongol 04/05 tarikh-e sokal 9 tay @1st tolay kendro shotru netritwer sathe ekti inter-view-er jonno apnake bachai kora hoyeche. Onusondhaner jonno onugroho kore jogajog korun: 09029900659"
267,smish,Bangladesh bank account-e truti dekhano diyeche. Call korun: +8801814344356
268,promo,Notun menu-te 10% chhar! Aaj-i amader restaurant-e ashun.
269,promo,Flat 15% discount shob shopping-e. Code: DISCOUNT15.
270,normal,Tomar shomoy kothay jacche?
271,normal,01972771714 amar ei nambare taka patha
272,normal,Khalar bill ta dile upokar hoto dite parteshina ektu shahajjo koro khalar bill ta diya dei
273,normal,"Hello, apni ki korchen?"
274,smish,"Nagad account theke 5,000 taka puraskar jitechen! Bistarioto jante call korun: +8801919899901"
275,promo,"Sheikh Hasina sarkarer safollo:
2008 shale mobile handset utpadon chhilo shunno %, bortomane desher 15ti karkhana theke chahidar 97% puron hocche."
276,promo,"TK100 cashback!30GB+500min @TK399,30din: cutt.ly/AwkY4L2C"
277,normal,Kemon achen?
278,normal,Apni ki korchen?
279,normal,Na bolle jantam-i na
280,smish,"Apnar jomi bikrir taka joma hoyeche, call korun: +8801819899901"
